survey_period,sex,age_group,indicator,category,value_pct,est_thousand,note
2022,Persons,15–17,Measured Body Mass Index(f),Underweight (less than 18.50),9.8,,
2022,Persons,18–24,Measured Body Mass Index(f),Underweight (less than 18.50),4.9,,
2022,Persons,25–34,Measured Body Mass Index(f),Underweight (less than 18.50),1.7,,
2022,Persons,35–44,Measured Body Mass Index(f),Underweight (less than 18.50),1.2,,
2022,Persons,45–54,Measured Body Mass Index(f),Underweight (less than 18.50),0.7,,
2022,Persons,55–64,Measured Body Mass Index(f),Underweight (less than 18.50),1.0,,
2022,Persons,65 +,Measured Body Mass Index(f),Underweight (less than 18.50),1.3,,
2022,Persons,15–24,Measured Body Mass Index(f),Underweight (less than 18.50),6.5,,
2022,Persons,15–44,Measured Body Mass Index(f),Underweight (less than 18.50),3.0,,
2022,Persons,25–44,Measured Body Mass Index(f),Underweight (less than 18.50),1.5,,
2022,Persons,45–64,Measured Body Mass Index(f),Underweight (less than 18.50),0.8,,
2022,Persons,65–74,Measured Body Mass Index(f),Underweight (less than 18.50),1.1,,
2022,Persons,75 +,Measured Body Mass Index(f),Underweight (less than 18.50),1.9,,
2022,Persons,18–44,Measured Body Mass Index(f),Underweight (less than 18.50),2.2,,
2022,Persons,45 +,Measured Body Mass Index(f),Underweight (less than 18.50),1.1,,
2022,Persons,Total 18 +,Measured Body Mass Index(f),Underweight (less than 18.50),1.6,,
2022,Persons,Total 15 +,Measured Body Mass Index(f),Underweight (less than 18.50),2.0,,
2022,Persons,18–24,Measured Body Mass Index(f),Normal range (18.50–19.99),12.6,,
2022,Persons,25–34,Measured Body Mass Index(f),Normal range (18.50–19.99),3.9,,
2022,Persons,35–44,Measured Body Mass Index(f),Normal range (18.50–19.99),2.6,,
2022,Persons,45–54,Measured Body Mass Index(f),Normal range (18.50–19.99),1.7,,
2022,Persons,55–64,Measured Body Mass Index(f),Normal range (18.50–19.99),1.8,,
2022,Persons,65 +,Measured Body Mass Index(f),Normal range (18.50–19.99),1.8,,
2022,Persons,25–44,Measured Body Mass Index(f),Normal range (18.50–19.99),3.3,,
2022,Persons,45–64,Measured Body Mass Index(f),Normal range (18.50–19.99),1.9,,
2022,Persons,65–74,Measured Body Mass Index(f),Normal range (18.50–19.99),1.2,,
2022,Persons,75 +,Measured Body Mass Index(f),Normal range (18.50–19.99),2.8,,
2022,Persons,18–44,Measured Body Mass Index(f),Normal range (18.50–19.99),5.4,,
2022,Persons,45 +,Measured Body Mass Index(f),Normal range (18.50–19.99),1.9,,
2022,Persons,Total 18 +,Measured Body Mass Index(f),Normal range (18.50–19.99),3.5,,
2022,Persons,18–24,Measured Body Mass Index(f),Normal range (20.00–24.99),40.8,,
2022,Persons,25–34,Measured Body Mass Index(f),Normal range (20.00–24.99),33.9,,
2022,Persons,35–44,Measured Body Mass Index(f),Normal range (20.00–24.99),28.6,,
2022,Persons,45–54,Measured Body Mass Index(f),Normal range (20.00–24.99),24.1,,
2022,Persons,55–64,Measured Body Mass Index(f),Normal range (20.00–24.99),22.4,,
2022,Persons,65 +,Measured Body Mass Index(f),Normal range (20.00–24.99),23.2,,
2022,Persons,25–44,Measured Body Mass Index(f),Normal range (20.00–24.99),31.3,,
2022,Persons,45–64,Measured Body Mass Index(f),Normal range (20.00–24.99),23.4,,
2022,Persons,65–74,Measured Body Mass Index(f),Normal range (20.00–24.99),21.6,,
2022,Persons,75 +,Measured Body Mass Index(f),Normal range (20.00–24.99),25.6,,
2022,Persons,18–44,Measured Body Mass Index(f),Normal range (20.00–24.99),33.4,,
2022,Persons,45 +,Measured Body Mass Index(f),Normal range (20.00–24.99),23.3,,
